date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/12/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,704869,2174522.8,0,0
01/12/2017,Y59,SOUTH EAST COMMISSIONING REGION,812270,3079500.77,0,0
01/12/2017,Y62,NORTH WEST COMMISSIONING REGION,882717,2815158.66,0,0
01/12/2017,Y60,MIDLANDS COMMISSIONING REGION,1068132,3393977.51,0,0
01/12/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1132199,3127958.63,0,0
01/01/2018,Y56,LONDON COMMISSIONING REGION,531832,1724734.4,0,0
01/01/2018,Y58,SOUTH WEST COMMISSIONING REGION,640097,1908334.49,0,0
01/01/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,720027,2088336.66,0,0
01/01/2018,Y59,SOUTH EAST COMMISSIONING REGION,822161,2898928.87,0,0
01/01/2018,Y62,NORTH WEST COMMISSIONING REGION,907780,2739258.34,0,0
01/01/2018,Y60,MIDLANDS COMMISSIONING REGION,1103321,3318768.33,0,0
01/01/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1170807,3079461.48,0,0
01/02/2018,Y56,LONDON COMMISSIONING REGION,481508,1433560.71,0,0
01/02/2018,Y58,SOUTH WEST COMMISSIONING REGION,582498,1558936.36,0,0
01/02/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,645713,1686083.35,0,0
01/02/2018,Y59,SOUTH EAST COMMISSIONING REGION,742360,2377690.31,0,0
01/02/2018,Y62,NORTH WEST COMMISSIONING REGION,816376,2178176.54,0,0
01/02/2018,Y60,MIDLANDS COMMISSIONING REGION,992752,2657890.68,0,0
01/02/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1046155,2428635.23,0,0
01/03/2018,Y56,LONDON COMMISSIONING REGION,525474,1555968.45,0,0
01/03/2018,Y58,SOUTH WEST COMMISSIONING REGION,636236,1698858.29,0,0
01/03/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,722200,1892567.91,0,0
01/03/2018,Y59,SOUTH EAST COMMISSIONING REGION,823943,2623600.34,0,0
01/03/2018,Y62,NORTH WEST COMMISSIONING REGION,909897,2405708.12,0,0
01/03/2018,Y60,MIDLANDS COMMISSIONING REGION,1101244,2928652.91,0,0
01/03/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1173069,2725271.39,0,0
01/04/2018,Y56,LONDON COMMISSIONING REGION,511234,1633547.84,0,0
01/04/2018,Y58,SOUTH WEST COMMISSIONING REGION,626680,1847053.82,0,0
01/04/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,695269,1978125.2,0,0
01/04/2018,Y59,SOUTH EAST COMMISSIONING REGION,800362,2812484.6,0,0
01/04/2018,Y62,NORTH WEST COMMISSIONING REGION,875126,2559016.66,0,0
01/04/2018,Y60,MIDLANDS COMMISSIONING REGION,1060776,3118975.12,0,0
01/04/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1135971,2882169.59,0,0
01/05/2018,Y56,LONDON COMMISSIONING REGION,531345,1691345.09,0,0
01/05/2018,Y58,SOUTH WEST COMMISSIONING REGION,641691,1859999.9,0,0
01/05/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,722082,2060329.99,0,0
01/05/2018,Y59,SOUTH EAST COMMISSIONING REGION,826947,2849506.02,0,0
01/05/2018,Y62,NORTH WEST COMMISSIONING REGION,913780,2652046.73,0,0
01/05/2018,Y60,MIDLANDS COMMISSIONING REGION,1109003,3222499.73,0,0
01/05/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1176293,2966533.81,0,0
01/06/2018,Y56,LONDON COMMISSIONING REGION,521820,1645941.12,0,0
01/06/2018,Y58,SOUTH WEST COMMISSIONING REGION,630951,1819021.28,0,0
01/06/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,708307,2003711.42,0,0
01/06/2018,Y59,SOUTH EAST COMMISSIONING REGION,810451,2813125.08,0,0
01/06/2018,Y62,NORTH WEST COMMISSIONING REGION,893168,2564366.44,0,0
01/06/2018,Y60,MIDLANDS COMMISSIONING REGION,1089951,3170086.13,0,0
01/06/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1157101,2892530.4,0,0
01/07/2018,Y56,LONDON COMMISSIONING REGION,532543,1427255.63,0,0
01/07/2018,Y58,SOUTH WEST COMMISSIONING REGION,640364,1544672.69,0,0
01/07/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,713606,1711172.69,0,0
01/07/2018,Y59,SOUTH EAST COMMISSIONING REGION,821892,2410552.31,0,0
01/07/2018,Y62,NORTH WEST COMMISSIONING REGION,908520,2174507.58,0,0
01/07/2018,Y60,MIDLANDS COMMISSIONING REGION,1098441,2661653.66,0,0
01/07/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1169115,2424150.1,0,0
01/08/2018,Y56,LONDON COMMISSIONING REGION,533531,1519099.39,0,0
01/08/2018,Y58,SOUTH WEST COMMISSIONING REGION,650565,1727652.14,0,0
01/08/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,735988,1922553.53,0,0
01/08/2018,Y59,SOUTH EAST COMMISSIONING REGION,831998,2644614.96,0,0
01/08/2018,Y62,NORTH WEST COMMISSIONING REGION,931730,2436656.26,0,0
01/08/2018,Y60,MIDLANDS COMMISSIONING REGION,1129841,2980541.34,0,0
01/08/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1208334,2784130.56,0,0
01/09/2018,Y56,LONDON COMMISSIONING REGION,511212,1491900.43,0,0
01/09/2018,Y58,SOUTH WEST COMMISSIONING REGION,618959,1631457.66,0,0
01/09/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,695958,1800131.57,0,0
01/09/2018,Y59,SOUTH EAST COMMISSIONING REGION,789366,2461248.62,0,0
01/09/2018,Y62,NORTH WEST COMMISSIONING REGION,865586,2253703.96,0,0
01/09/2018,Y60,MIDLANDS COMMISSIONING REGION,1061784,2784613.6,0,0
01/09/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1132787,2600573.31,0,0
01/10/2018,Y56,LONDON COMMISSIONING REGION,561424,1480380.39,0,0
